BIOGUIDE_ID;OFFICE;QUARTER;PROGRAM;CATEGORY;DATE;TRANSCODE;RECORDID;PAYEE;START DATE;END DATE;PURPOSE;AMOUNT;YEAR;RECIP (orig.)
S000522;HON. CHRISTOPHER H. SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.08.17;AP;E0475558;XEROX CORPORATION;11.08.16;11/20/2016;PRINTING & REPRODUCTION;3.3;2016;XEROX CORPORATION
S000522;HON. CHRISTOPHER H. SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0488480;XEROX CORPORATION;11/20/2016;12/30/2016;PRINTING & REPRODUCTION;20.49;2016;XEROX CORPORATION
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/27/2017;AP;E0481730;ACCURATE WORD LLC;1/13/2017;1/13/2017;PRINTING & REPRODUCTION;139.85;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/31/2017;AP;E0482701;ACCURATE WORD LLC;1/18/2017;1/18/2017;PRINTING & REPRODUCTION;145;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/31/2017;AP;E0482718;ACCURATE WORD LLC;1/13/2017;1/13/2017;PRINTING & REPRODUCTION;89.85;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;E0487076;ACCURATE WORD LLC;1/17/2017;1/17/2017;PRINTING & REPRODUCTION;311;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/22/2017;AP;E0483428;HERBST LESLIE R.;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;78.31;2017;HERBST LESLIE R.
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0491390;ACCURATE WORD LLC;02.08.17;02.08.17;PRINTING & REPRODUCTION;316.4;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0491398;ACCURATE WORD LLC;02.07.17;02.07.17;PRINTING & REPRODUCTION;59.9;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.04.17;AP;E0491499;SCHEFFERS OFFICE FURNITURE;02.02.17;03.01.17;PRINTING & REPRODUCTION;17.5;2017;SCHEFFERS OFFICE FURNITURE
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0491406;SCHEFFER'S OFFICE FURNITURE;01.02.17;02.01.17;PRINTING & REPRODUCTION;20.24;2017;SCHEFFER'S OFFICE FURNITURE
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.07.17;AP;E0492737;ACCURATE WORD LLC;2/15/2017;2/15/2017;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0493753;ACCURATE WORD LLC;2/21/2017;2/21/2017;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
S001195;HON. JASON SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0488624;SCHEFFERS OFFICE FURNITURE;12.02.16;01.01.17;PRINTING & REPRODUCTION;10.93;2017;SCHEFFERS OFFICE FURNITURE
S000583;HON. LAMAR SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;902657;PUBLIC PRINTER;1/19/2017;1/19/2017;PRINTING & REPRODUCTION;243.02;2017;PUBLIC PRINTER
S000583;HON. LAMAR SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0493320;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC;01.01.17;1/31/2017;PRINTING & REPRODUCTION;16.83;2017;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC
S000583;HON. LAMAR SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/14/2017;AP;E0497042;ACCURATE WORD LLC;03.06.17;03.06.17;PRINTING & REPRODUCTION;89.95;2017;ACCURATE WORD LLC
S000583;HON. LAMAR SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/23/2017;AP;E0498426;REVOLVIS CONSULTING INC;03.08.17;03.08.17;PRINTING & REPRODUCTION;892.97;2017;REVOLVIS CONSULTING INC
S000583;HON. LAMAR SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/27/2017;AP;E0498425;REVOLVIS CONSULTING INC;03.08.17;03.08.17;PRINTING & REPRODUCTION;9879.7;2017;REVOLVIS CONSULTING INC
S000583;HON. LAMAR SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/19/2017;AP;E0479374;REVOLVIS CONSULTING INC;12.01.16;12.01.16;PRINTING & REPRODUCTION;999.78;2016;REVOLVIS CONSULTING INC
S000583;HON. LAMAR SMITH;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/25/2017;AP;E0480945;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC;12.01.16;12/31/2016;PRINTING & REPRODUCTION;14.49;2016;OMNI BUSINESS SYSTEMS INC - FAXPLUS INC
S001199;HON. LLOYD SMUCKER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.12.17;AP;E0477789;ACCURATE WORD LLC;01.03.17;1/23/2017;PRINTING & REPRODUCTION;509.4;2017;ACCURATE WORD LLC
S001199;HON. LLOYD SMUCKER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/13/2017;AP;E0487329;ACCURATE WORD LLC;1/31/2017;1/31/2017;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
S001199;HON. LLOYD SMUCKER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.01.17;AP;E0492893;ACCURATE WORD LLC;2/20/2017;2/20/2017;PRINTING & REPRODUCTION;665;2017;ACCURATE WORD LLC
S001199;HON. LLOYD SMUCKER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.09.17;AP;907614;DAVID L ANDRUKITIS INC;03.06.17;03.06.17;PRINTING & REPRODUCTION;179.5;2017;DAVID L ANDRUKITIS INC
S001199;HON. LLOYD SMUCKER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.10.17;AP;E0496615;ACCURATE WORD LLC;03.03.17;03.03.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
S001199;HON. LLOYD SMUCKER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/20/2017;AP;E0498760;ACCURATE WORD LLC;03.09.17;03.09.17;PRINTING & REPRODUCTION;79.9;2017;ACCURATE WORD LLC
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/14/2017;AP;E0486801;ACCURATE WORD LLC;01.04.17;01.04.17;PRINTING & REPRODUCTION;979.3;2017;ACCURATE WORD LLC
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/14/2017;AP;E0486804;ACCURATE WORD LLC;01.06.17;01.06.17;PRINTING & REPRODUCTION;1195;2017;ACCURATE WORD LLC
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/14/2017;AP;E0486808;ACCURATE WORD LLC;01.11.17;01.11.17;PRINTING & REPRODUCTION;139.9;2017;ACCURATE WORD LLC
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;907166;PRINTMEISTERS OF ORLANDO INC;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;557;2017;PRINTMEISTERS OF ORLANDO INC
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.10.17;AP;E0486803;PRINTMEISTERS OF ORLANDO INC;1/14/2017;1/14/2017;PRINTING & REPRODUCTION;320;2017;PRINTMEISTERS OF ORLANDO INC
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/29/2017;AP;E0498980;BARRIO ALEXANDER J.;2/17/2017;2/17/2017;PRINTING & REPRODUCTION;96.72;2017;BARRIO ALEXANDER J.
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/29/2017;AP;E0498981;ACCURATE WORD LLC;2/17/2017;2/17/2017;PRINTING & REPRODUCTION;239.9;2017;ACCURATE WORD LLC
S001200;HON. DARREN SOTO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/29/2017;AP;E0498982;ACCURATE WORD LLC;03.09.17;03.09.17;PRINTING & REPRODUCTION;219.85;2017;ACCURATE WORD LLC
S001175;HON. JACKIE SPEIER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/26/2017;AP;E0481006;DAVID L ANDRUKITIS INC;1/13/2017;1/13/2017;PRINTING & REPRODUCTION;70;2017;DAVID L ANDRUKITIS INC
S001175;HON. JACKIE SPEIER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/15/2017;AP;E0487806;DAVID L ANDRUKITIS INC;02.01.17;02.01.17;PRINTING & REPRODUCTION;197.5;2017;DAVID L ANDRUKITIS INC
S001175;HON. JACKIE SPEIER;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/26/2017;AP;E0480999;ALPHA PRESS INC;12/21/2016;12/21/2016;PRINTING & REPRODUCTION;720;2016;ALPHA PRESS INC
S001196;HON. ELISE M. STEFANIK;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/16/2017;AP;902657;PUBLIC PRINTER;1/19/2017;1/19/2017;PRINTING & REPRODUCTION;194.18;2017;PUBLIC PRINTER
S001196;HON. ELISE M. STEFANIK;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0491848;ACCURATE WORD LLC;02.09.17;02.09.17;PRINTING & REPRODUCTION;59.95;2017;ACCURATE WORD LLC
S001196;HON. ELISE M. STEFANIK;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.01.17;AP;E0492673;ACCURATE WORD LLC;2/24/2017;2/24/2017;PRINTING & REPRODUCTION;119.9;2017;ACCURATE WORD LLC
S001196;HON. ELISE M. STEFANIK;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.03.17;AP;E0472719;THE FRANKING GROUP;12.06.16;12.06.16;PRINTING & REPRODUCTION;1558;2016;THE FRANKING GROUP
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/25/2017;AP;E0480470;ACCURATE WORD LLC;1/13/2017;1/13/2017;PRINTING & REPRODUCTION;79.9;2017;ACCURATE WORD LLC
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/22/2017;AP;E0487682;UNITED BUSINESS TECHNOLOGIES;01.01.17;1/31/2017;PRINTING & REPRODUCTION;74.76;2017;UNITED BUSINESS TECHNOLOGIES
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0488825;LEAVITT ALLISON B.;02.08.17;02.08.17;PRINTING & REPRODUCTION;74.09;2017;LEAVITT ALLISON B.
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.07.17;AP;E0491119;UNITED BUSINESS TECHNOLOGIES;02.01.17;2/28/2017;PRINTING & REPRODUCTION;72;2017;UNITED BUSINESS TECHNOLOGIES
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.11.17;AP;E0494728;ACCURATE WORD LLC;03.02.17;03.02.17;PRINTING & REPRODUCTION;1055;2017;ACCURATE WORD LLC
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/16/2017;AP;E0494730;UNITED BUSINESS TECHNOLOGIES;02.01.17;2/28/2017;PRINTING & REPRODUCTION;50.55;2017;UNITED BUSINESS TECHNOLOGIES
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/21/2017;AP;912200;CITI PCARD-LES OLSON COMPANY;1/29/2017;2/28/2017;PRINTING & REPRODUCTION;178.16;2017;CITI PCARD-LES OLSON COMPANY
S001192;HON. CHRIS STEWART;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/20/2017;AP;E0477824;UNITED BUSINESS TECHNOLOGIES;12.01.16;12/31/2016;PRINTING & REPRODUCTION;49.04;2016;UNITED BUSINESS TECHNOLOGIES
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.08.17;AP;E0484509;ACCURATE WORD LLC;1/23/2017;1/23/2017;PRINTING & REPRODUCTION;52.9;2017;ACCURATE WORD LLC
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.08.17;AP;E0484518;ACCURATE WORD LLC;1/24/2017;1/24/2017;PRINTING & REPRODUCTION;52.9;2017;ACCURATE WORD LLC
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.08.17;AP;E0484521;ACCURATE WORD LLC;1/23/2017;1/23/2017;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0486806;ACCURATE WORD LLC;02.01.17;02.01.17;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0489245;ACCURATE WORD LLC;1/31/2017;1/31/2017;PRINTING & REPRODUCTION;39.95;2017;ACCURATE WORD LLC
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0491757;ACCURATE WORD LLC;2/20/2017;2/20/2017;PRINTING & REPRODUCTION;69.9;2017;ACCURATE WORD LLC
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0475790;ACCURATE WORD LLC;12/22/2016;12/22/2016;PRINTING & REPRODUCTION;865.95;2016;ACCURATE WORD LLC
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.05.17;AP;E0482483;THE FRANKING GROUP;12.06.16;12.06.16;PRINTING & REPRODUCTION;3843;2016;THE FRANKING GROUP
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0489232;THE FRANKING GROUP;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;2934;2016;THE FRANKING GROUP
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0489236;THE FRANKING GROUP;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;3296;2016;THE FRANKING GROUP
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0489243;THE FRANKING GROUP;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;2934;2016;THE FRANKING GROUP
S001187;HON. STEVE STIVERS;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0489252;THE FRANKING GROUP;12/30/2016;12/30/2016;PRINTING & REPRODUCTION;2934;2016;THE FRANKING GROUP
S001188;HON. MARLIN A. STUTZMAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;01.06.17;AP;E0472552;ABM;11.01.16;11/30/2016;PRINTING & REPRODUCTION;78.54;2016;ABM
S001188;HON. MARLIN A. STUTZMAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0482080;ABM;12.01.16;12/31/2016;PRINTING & REPRODUCTION;78.54;2016;ABM
S001188;HON. MARLIN A. STUTZMAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0482092;ABM;11.01.16;11/30/2016;PRINTING & REPRODUCTION;57.96;2016;ABM
S001188;HON. MARLIN A. STUTZMAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.03.17;AP;E0482115;DAVID L ANDRUKITIS INC;9/22/2016;9/22/2016;PRINTING & REPRODUCTION;33.5;2016;DAVID L ANDRUKITIS INC
S001188;HON. MARLIN A. STUTZMAN;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0489877;ABM;12.01.16;12/31/2016;PRINTING & REPRODUCTION;57.96;2016;ABM
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/30/2017;AP;E0482437;TRACEY MARIE SALAZAR;01.03.17;01.03.17;PRINTING & REPRODUCTION;528.75;2017;TRACEY MARIE SALAZAR
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.07.17;AP;E0484705;DAVID L ANDRUKITIS INC;1/25/2017;1/25/2017;PRINTING & REPRODUCTION;40;2017;DAVID L ANDRUKITIS INC
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/27/2017;AP;E0500134;DAVID L ANDRUKITIS INC;2/23/2017;2/23/2017;PRINTING & REPRODUCTION;40;2017;DAVID L ANDRUKITIS INC
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/27/2017;AP;E0500135;DAVID L ANDRUKITIS INC;2/14/2017;2/14/2017;PRINTING & REPRODUCTION;200;2017;DAVID L ANDRUKITIS INC
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/27/2017;AP;E0500137;DAVID L ANDRUKITIS INC;03.01.17;03.01.17;PRINTING & REPRODUCTION;40;2017;DAVID L ANDRUKITIS INC
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/28/2017;AP;E0500131;DAVID L ANDRUKITIS INC;2/14/2017;2/14/2017;PRINTING & REPRODUCTION;80;2017;DAVID L ANDRUKITIS INC
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/28/2017;AP;E0500133;DAVID L ANDRUKITIS INC;2/14/2017;2/14/2017;PRINTING & REPRODUCTION;33.5;2017;DAVID L ANDRUKITIS INC
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/28/2017;AP;E0500151;DAVID L ANDRUKITIS INC;1/31/2017;1/31/2017;PRINTING & REPRODUCTION;40;2017;DAVID L ANDRUKITIS INC
S001201;HON. THOMAS R SUOZZI;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/28/2017;AP;E0500152;DAVID L ANDRUKITIS INC;02.03.17;02.03.17;PRINTING & REPRODUCTION;40;2017;DAVID L ANDRUKITIS INC
S001193;HON. ERIC SWALWELL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;02.07.17;AP;E0485167;ACCURATE WORD LLC;1/27/2017;1/27/2017;PRINTING & REPRODUCTION;409.6;2017;ACCURATE WORD LLC
S001193;HON. ERIC SWALWELL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0491822;ACCURATE WORD LLC;1/30/2017;1/30/2017;PRINTING & REPRODUCTION;239.75;2017;ACCURATE WORD LLC
S001193;HON. ERIC SWALWELL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.06.17;AP;E0492937;ACCURATE WORD LLC;2/21/2017;2/21/2017;PRINTING & REPRODUCTION;429.9;2017;ACCURATE WORD LLC
S001193;HON. ERIC SWALWELL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/20/2017;AP;E0497463;ACCURATE WORD LLC;03.06.17;03.06.17;PRINTING & REPRODUCTION;49.95;2017;ACCURATE WORD LLC
S001193;HON. ERIC SWALWELL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/21/2017;AP;912200;CITI PCARD-FEDEXOFFICE;1/29/2017;2/28/2017;PRINTING & REPRODUCTION;151.01;2017;CITI PCARD-FEDEXOFFICE
S001193;HON. ERIC SWALWELL;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/13/2017;AP;E0477572;PATRIOT CONTACT INC;12/22/2016;12/22/2016;PRINTING & REPRODUCTION;13750;2016;PATRIOT CONTACT INC
T000472;HON. MARK TAKANO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/21/2017;AP;E0489678;ACCURATE WORD LLC;02.09.17;02.09.17;PRINTING & REPRODUCTION;109.9;2017;ACCURATE WORD LLC
T000472;HON. MARK TAKANO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/20/2017;AP;E0497675;ACCURATE WORD LLC;03.02.17;03.02.17;PRINTING & REPRODUCTION;49.95;2017;ACCURATE WORD LLC
T000472;HON. MARK TAKANO;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/21/2017;AP;E0497575;JANG WON RHEE;2/23/2017;2/23/2017;PRINTING & REPRODUCTION;244.5;2017;JANG WON RHEE
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;1/23/2017;AP;E0480943;ACCURATE WORD LLC;1/17/2017;1/17/2017;PRINTING & REPRODUCTION;209.7;2017;ACCURATE WORD LLC
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/17/2017;AP;E0489852;ACCURATE WORD LLC;02.10.17;02.10.17;PRINTING & REPRODUCTION;198.65;2017;ACCURATE WORD LLC
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;2/27/2017;AP;E0491775;ACCURATE WORD LLC;2/17/2017;2/17/2017;PRINTING & REPRODUCTION;54.95;2017;ACCURATE WORD LLC
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0493173;ACCURATE WORD LLC;2/22/2017;2/22/2017;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0493174;ACCURATE WORD LLC;2/21/2017;2/21/2017;PRINTING & REPRODUCTION;569;2017;ACCURATE WORD LLC
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.10.17;AP;E0496707;ACCURATE WORD LLC;03.06.17;03.06.17;PRINTING & REPRODUCTION;59.9;2017;ACCURATE WORD LLC
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.10.17;AP;E0496710;ACCURATE WORD LLC;03.07.17;03.07.17;PRINTING & REPRODUCTION;29.95;2017;ACCURATE WORD LLC
T000477;HON. SCOTT TAYLOR;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;3/30/2017;AP;E0501041;ACCURATE WORD LLC;3/20/2017;3/20/2017;PRINTING & REPRODUCTION;83.8;2017;ACCURATE WORD LLC
T000478;HON. CLAUDIA TENNEY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0493452;ACCURATE WORD LLC;2/13/2017;2/13/2017;PRINTING & REPRODUCTION;69.95;2017;ACCURATE WORD LLC
T000478;HON. CLAUDIA TENNEY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0493453;ACCURATE WORD LLC;01.04.17;01.04.17;PRINTING & REPRODUCTION;665;2017;ACCURATE WORD LLC
T000478;HON. CLAUDIA TENNEY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0493454;ACCURATE WORD LLC;2/20/2017;2/20/2017;PRINTING & REPRODUCTION;69.95;2017;ACCURATE WORD LLC
T000478;HON. CLAUDIA TENNEY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0493460;ACCURATE WORD LLC;02.10.17;02.10.17;PRINTING & REPRODUCTION;209.85;2017;ACCURATE WORD LLC
T000478;HON. CLAUDIA TENNEY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.02.17;AP;E0493468;ACCURATE WORD LLC;1/31/2017;1/31/2017;PRINTING & REPRODUCTION;279.8;2017;ACCURATE WORD LLC
T000478;HON. CLAUDIA TENNEY;2017Q1;OFFICIAL EXPENSES OF MEMBERS;PRINTING AND REPRODUCTION;03.07.17;AP;E0493446;ACCURATE WORD LLC;01.03.17;01.03.17;PRINTING & REPRODUCTION;209.65;2017;ACCURATE WORD LLC
